run_tag,repeat,map_size,config_name,one_hot,reward_shaping,is_slippery,total_timesteps,test_episodes,avg_reward,success_rate,dqn_kwargs_json,output_dir
onehot_discrete_200k_rep3,3,8,cfg1_default_sb3,True,False,True,200000,1000,0.993,0.993,"{""batch_size"": 32, ""buffer_size"": 100000, ""exploration_final_eps"": 0.05, ""exploration_initial_eps"": 1.0, ""gamma"": 0.99, ""learning_rate"": 0.0001, ""target_update_interval"": 10000}",/Users/Peter/Desktop/CISC856/project/cisc_856_project/dqn_plots/sweep/onehot_discrete_200k_rep3/8x8/onehot/cfg1_default_sb3
onehot_discrete_200k_rep3,3,8,cfg2_reference,True,False,True,200000,1000,0.973,0.973,"{""batch_size"": 64, ""buffer_size"": 10000, ""exploration_final_eps"": 0.01, ""exploration_initial_eps"": 0.5, ""gamma"": 0.99, ""learning_rate"": 0.001, ""target_update_interval"": 100}",/Users/Peter/Desktop/CISC856/project/cisc_856_project/dqn_plots/sweep/onehot_discrete_200k_rep3/8x8/onehot/cfg2_reference
onehot_discrete_200k_rep3,3,8,cfg3_best_so_far,True,False,True,200000,1000,0.957,0.957,"{""batch_size"": 64, ""buffer_size"": 10000, ""exploration_final_eps"": 0.01, ""exploration_initial_eps"": 0.6, ""gamma"": 0.99, ""learning_rate"": 0.001, ""target_update_interval"": 100}",/Users/Peter/Desktop/CISC856/project/cisc_856_project/dqn_plots/sweep/onehot_discrete_200k_rep3/8x8/onehot/cfg3_best_so_far
onehot_discrete_200k_rep3,3,8,cfg4_lr_5e4,True,False,True,200000,1000,0.93,0.93,"{""batch_size"": 64, ""buffer_size"": 10000, ""exploration_final_eps"": 0.01, ""exploration_initial_eps"": 0.5, ""gamma"": 0.99, ""learning_rate"": 0.0005, ""target_update_interval"": 100}",/Users/Peter/Desktop/CISC856/project/cisc_856_project/dqn_plots/sweep/onehot_discrete_200k_rep3/8x8/onehot/cfg4_lr_5e4
onehot_discrete_200k_rep3,3,8,cfg5_more_explore,True,False,True,200000,1000,0.993,0.993,"{""batch_size"": 64, ""buffer_size"": 10000, ""exploration_final_eps"": 0.01, ""exploration_initial_eps"": 1.0, ""gamma"": 0.99, ""learning_rate"": 0.001, ""target_update_interval"": 100}",/Users/Peter/Desktop/CISC856/project/cisc_856_project/dqn_plots/sweep/onehot_discrete_200k_rep3/8x8/onehot/cfg5_more_explore
onehot_discrete_200k_rep3,3,8,cfg6_target_slow,True,False,True,200000,1000,0.982,0.982,"{""batch_size"": 64, ""buffer_size"": 10000, ""exploration_final_eps"": 0.01, ""exploration_initial_eps"": 0.6, ""gamma"": 0.99, ""learning_rate"": 0.001, ""target_update_interval"": 1000}",/Users/Peter/Desktop/CISC856/project/cisc_856_project/dqn_plots/sweep/onehot_discrete_200k_rep3/8x8/onehot/cfg6_target_slow
