timesteps,td_error
500,0.009600941091775894
1000,0.005413023289293051
1500,0.005537361837923527
2000,0.005084849428385496
2500,0.0037083812057971954
3000,0.0035916254855692387
3500,0.004307250026613474
4000,0.004645948298275471
4500,0.005005889572203159
5000,0.007679542060941458
5500,0.00601216172799468
6000,0.005713663063943386
6500,0.005553674418479204
7000,0.01009715348482132
7500,0.006242641247808933
8000,0.007908588275313377
8500,0.012353152967989445
9000,0.00740042282268405
9500,0.007240320555865765
10000,0.006834161002188921
10500,0.006059445906430483
11000,0.011225822381675243
11500,0.014873453415930271
12000,0.014417841099202633
12500,0.014941578730940819
13000,0.011326748877763748
13500,0.00763477711006999
14000,0.009320721961557865
14500,0.010178390890359879
15000,0.01920512691140175
15500,0.01816696673631668
16000,0.014432389289140701
16500,0.01985980197787285
17000,0.02039623074233532
17500,0.026285631582140923
18000,0.02000781148672104
18500,0.019967902451753616
19000,0.01711302436888218
19500,0.013527223840355873
20000,0.02485634945333004
20500,0.018173355609178543
21000,0.015376373194158077
21500,0.03057432360947132
22000,0.0234927199780941
22500,0.0202423557639122
23000,0.025821950286626816
23500,0.031679000705480576
24000,0.022517498582601547
24500,0.027419187128543854
25000,0.028346102684736252
25500,0.03497269004583359
26000,0.03305530920624733
26500,0.02370816096663475
27000,0.0345291905105114
27500,0.02338128536939621
28000,0.03518291562795639
28500,0.0298309326171875
29000,0.03594239801168442
29500,0.03141302987933159
30000,0.0388035848736763
30500,0.038990236818790436
31000,0.03683190047740936
31500,0.042166098952293396
32000,0.04431375488638878
32500,0.03359682485461235
33000,0.05093260109424591
33500,0.046796299517154694
34000,0.041835229843854904
34500,0.047298721969127655
35000,0.03831460326910019
35500,0.046413179486989975
36000,0.03898894041776657
36500,0.04964883625507355
37000,0.04738594591617584
37500,0.03607230633497238
38000,0.03879635035991669
38500,0.04293248802423477
39000,0.04052582383155823
39500,0.033506281673908234
40000,0.03803303465247154
40500,0.0360039547085762
41000,0.03615015745162964
41500,0.03408098965883255
42000,0.036606162786483765
42500,0.0423019677400589
43000,0.036915432661771774
43500,0.03594470024108887
44000,0.034989405423402786
44500,0.04494471102952957
45000,0.03566272556781769
45500,0.03952880576252937
46000,0.035274066030979156
46500,0.03924751281738281
47000,0.04509282857179642
47500,0.04190043732523918
48000,0.04122947156429291
48500,0.039780393242836
49000,0.039600759744644165
49500,0.037974901497364044
50000,0.03926796093583107
50500,0.03811716288328171
51000,0.03909299895167351
51500,0.04126641899347305
52000,0.038033705204725266
52500,0.04401581734418869
53000,0.04319851100444794
53500,0.034918464720249176
54000,0.03863402083516121
54500,0.03445854038000107
55000,0.0328279584646225
55500,0.043810538947582245
56000,0.043303824961185455
56500,0.03659176081418991
57000,0.033193107694387436
57500,0.035209354013204575
58000,0.030733494088053703
58500,0.037058766931295395
59000,0.034786779433488846
59500,0.03218560293316841
60000,0.03869501128792763
60500,0.03448724001646042
61000,0.030014563351869583
61500,0.02929128333926201
62000,0.03737827390432358
62500,0.02793039195239544
63000,0.03169717267155647
63500,0.029853854328393936
64000,0.028786640614271164
64500,0.030934292823076248
65000,0.02637360990047455
65500,0.021508166566491127
66000,0.03333355858922005
66500,0.027244269847869873
67000,0.02936064824461937
67500,0.02961277961730957
68000,0.031546562910079956
68500,0.030135702341794968
69000,0.027276938781142235
69500,0.02691650204360485
70000,0.025524526834487915
70500,0.02787071466445923
71000,0.024119852110743523
71500,0.027702385559678078
72000,0.028941793367266655
72500,0.03404451161623001
73000,0.02710845321416855
73500,0.03125108778476715
74000,0.029133424162864685
74500,0.0330904982984066
75000,0.02569577470421791
75500,0.03241428732872009
76000,0.030514514073729515
76500,0.029873184859752655
77000,0.02545086294412613
77500,0.03014499694108963
78000,0.030470022931694984
78500,0.026420069858431816
79000,0.025216257199645042
79500,0.02777077443897724
80000,0.026162100955843925
80500,0.025663649663329124
81000,0.023994993418455124
81500,0.027488864958286285
82000,0.025159470736980438
82500,0.024683445692062378
83000,0.02489444799721241
83500,0.024574730545282364
84000,0.020425952970981598
84500,0.026073351502418518
85000,0.027159161865711212
85500,0.02560802921652794
86000,0.025328002870082855
86500,0.02857200801372528
87000,0.027693752199411392
87500,0.03191565349698067
88000,0.024146320298314095
88500,0.028543829917907715
89000,0.025597810745239258
89500,0.02963092550635338
90000,0.023798756301403046
90500,0.024294953793287277
91000,0.0269862562417984
91500,0.024988126009702682
92000,0.01975254900753498
92500,0.026883233338594437
93000,0.02201763167977333
93500,0.01966536045074463
94000,0.01957051455974579
94500,0.029585635289549828
95000,0.027309514582157135
95500,0.024967903271317482
96000,0.02527337521314621
96500,0.026726698502898216
97000,0.028755318373441696
97500,0.021962584927678108
98000,0.024053696542978287
98500,0.030160587280988693
99000,0.0252037663012743
99500,0.027056656777858734
100000,0.025618694722652435
100500,0.023573167622089386
101000,0.02394629269838333
101500,0.022119920700788498
102000,0.02128463424742222
102500,0.01983596757054329
103000,0.02924438565969467
103500,0.027895532548427582
104000,0.024639729410409927
104500,0.021024296060204506
105000,0.02477506548166275
105500,0.031908560544252396
106000,0.02214444801211357
106500,0.019833650439977646
107000,0.02246914990246296
107500,0.02328663505613804
108000,0.02019842155277729
108500,0.023158404976129532
109000,0.019742019474506378
109500,0.025832239538431168
110000,0.021461285650730133
110500,0.022010991349816322
111000,0.019534066319465637
111500,0.030652966350317
112000,0.025919055566191673
112500,0.021816419437527657
113000,0.019518714398145676
113500,0.021586066111922264
114000,0.023558467626571655
114500,0.02265644632279873
115000,0.025461465120315552
115500,0.021915409713983536
116000,0.027544155716896057
116500,0.024175051599740982
117000,0.029218867421150208
117500,0.02238517254590988
118000,0.02225458435714245
118500,0.023316603153944016
119000,0.01875169202685356
119500,0.024544164538383484
120000,0.028652891516685486
120500,0.026749853044748306
121000,0.017968714237213135
121500,0.02228410728275776
122000,0.021564697846770287
122500,0.022197527810931206
123000,0.02002677693963051
123500,0.02038990706205368
124000,0.02120233327150345
124500,0.023800652474164963
125000,0.022577982395887375
125500,0.028532035648822784
126000,0.0202031172811985
126500,0.021256251260638237
127000,0.01829654350876808
127500,0.01933201029896736
128000,0.016334950923919678
128500,0.022096334025263786
129000,0.022604413330554962
129500,0.029431331902742386
130000,0.01872863993048668
130500,0.024547163397073746
131000,0.030237002298235893
131500,0.023596826940774918
132000,0.019120965152978897
132500,0.02368948608636856
133000,0.026173969730734825
133500,0.022107169032096863
134000,0.02067774534225464
134500,0.018489181995391846
135000,0.02143830433487892
135500,0.020579349249601364
136000,0.022065065801143646
136500,0.01970072276890278
137000,0.02007528394460678
137500,0.015074188821017742
138000,0.018293943256139755
138500,0.019147301092743874
139000,0.03215128183364868
139500,0.017111677676439285
140000,0.0222979374229908
140500,0.023501619696617126
141000,0.01825467124581337
141500,0.018526386469602585
142000,0.020194649696350098
142500,0.020741092041134834
143000,0.020836003124713898
143500,0.019094381481409073
144000,0.02357623726129532
144500,0.020387204363942146
145000,0.029036108404397964
