timesteps,td_error
500,0.00875709019601345
1000,0.0066971080377697945
1500,0.007866570726037025
2000,0.009008264169096947
2500,0.00978381559252739
3000,0.004703439772129059
3500,0.010574322193861008
4000,0.01568804308772087
4500,0.012775436043739319
5000,0.010922664776444435
5500,0.01646009087562561
6000,0.011050893925130367
6500,0.01213127188384533
7000,0.011618191376328468
7500,0.014647383242845535
8000,0.00929650291800499
8500,0.020427627488970757
9000,0.02246234565973282
9500,0.025719746947288513
10000,0.023082546889781952
10500,0.0280449278652668
11000,0.03746989369392395
11500,0.03430504351854324
12000,0.03235667943954468
12500,0.03391442075371742
13000,0.041024673730134964
13500,0.03925652801990509
14000,0.030427753925323486
14500,0.03047141432762146
15000,0.04185657203197479
15500,0.02889961376786232
16000,0.024097949266433716
16500,0.03462827205657959
17000,0.041046418249607086
17500,0.04728218913078308
18000,0.030634280294179916
18500,0.022811904549598694
19000,0.023740332573652267
19500,0.023316744714975357
20000,0.035533856600522995
20500,0.020250316709280014
21000,0.024907143786549568
21500,0.017227817326784134
22000,0.025216655805706978
22500,0.034958451986312866
23000,0.021623963490128517
23500,0.017175773158669472
24000,0.01769803650677204
24500,0.0193481482565403
25000,0.029678858816623688
25500,0.02413197234272957
26000,0.02162344753742218
26500,0.02011488750576973
27000,0.029325570911169052
27500,0.019414495676755905
28000,0.017557155340909958
28500,0.024423018097877502
29000,0.014324905350804329
29500,0.01889287866652012
30000,0.02958645112812519
30500,0.025248218327760696
31000,0.019794147461652756
31500,0.019442522898316383
32000,0.016003120690584183
32500,0.015351583249866962
33000,0.012033936567604542
33500,0.016017235815525055
34000,0.016381006687879562
34500,0.01863214373588562
35000,0.022623132914304733
35500,0.02132743038237095
36000,0.017469316720962524
36500,0.021228080615401268
37000,0.015138302929699421
37500,0.022115297615528107
38000,0.017817940562963486
38500,0.01504568662494421
39000,0.021847134456038475
39500,0.019900202751159668
40000,0.018803080543875694
40500,0.02295204997062683
41000,0.02191958576440811
41500,0.019678480923175812
42000,0.01323761697858572
42500,0.026839956641197205
43000,0.02058616653084755
43500,0.021058855578303337
44000,0.020872434601187706
44500,0.014769893139600754
45000,0.017120636999607086
45500,0.024540362879633904
46000,0.020017269998788834
46500,0.01972074620425701
47000,0.02649530954658985
47500,0.01911068521440029
48000,0.020644932985305786
48500,0.03133271634578705
49000,0.018093479797244072
49500,0.02073434740304947
50000,0.026509886607527733
50500,0.01897083967924118
51000,0.023298192769289017
51500,0.02107362076640129
52000,0.020282555371522903
52500,0.021417580544948578
53000,0.016447639092803
53500,0.027553709223866463
54000,0.01889192685484886
54500,0.024409212172031403
55000,0.01447639986872673
55500,0.021138424053788185
56000,0.021244825795292854
56500,0.018653135746717453
57000,0.020543016493320465
57500,0.022391334176063538
58000,0.019929565489292145
58500,0.02253129705786705
59000,0.01692212000489235
59500,0.01915598288178444
60000,0.024974673986434937
60500,0.018184330314397812
61000,0.016626305878162384
61500,0.020577851682901382
62000,0.022921528667211533
62500,0.02103879489004612
63000,0.01901107281446457
63500,0.014311724342405796
64000,0.0272661242634058
64500,0.016453351825475693
65000,0.019629305228590965
65500,0.023033224046230316
66000,0.02713674120604992
66500,0.020889516919851303
67000,0.01885230839252472
67500,0.020891113206744194
68000,0.01757202483713627
68500,0.020524421706795692
69000,0.01769164204597473
69500,0.020215805619955063
70000,0.01869610883295536
70500,0.021110940724611282
71000,0.014808831736445427
71500,0.020254533737897873
72000,0.017292097210884094
72500,0.019890127703547478
73000,0.020653778687119484
73500,0.01977544277906418
74000,0.020888011902570724
74500,0.026834122836589813
75000,0.02496270462870598
75500,0.017690004780888557
76000,0.020190404728055
76500,0.02266322635114193
77000,0.01923912577331066
77500,0.0235463734716177
78000,0.016604728996753693
78500,0.021170880645513535
79000,0.01985359564423561
79500,0.024766158312559128
80000,0.021925434470176697
80500,0.015525774098932743
81000,0.02506261318922043
81500,0.021600933745503426
82000,0.013774693012237549
82500,0.020802631974220276
83000,0.015869703143835068
83500,0.019841164350509644
84000,0.01957102306187153
84500,0.01675369217991829
85000,0.01682380959391594
85500,0.01709902659058571
86000,0.020395975559949875
86500,0.01696733944118023
87000,0.019919168204069138
87500,0.02001253515481949
88000,0.017314549535512924
88500,0.0195042435079813
89000,0.01997894048690796
89500,0.020580913871526718
90000,0.019227415323257446
90500,0.019711166620254517
91000,0.027074433863162994
91500,0.0172369834035635
92000,0.021202445030212402
92500,0.02159593626856804
93000,0.018978051841259003
93500,0.021527890115976334
94000,0.016920525580644608
94500,0.020307324826717377
95000,0.023906223475933075
95500,0.024288831278681755
96000,0.018605142831802368
96500,0.023139532655477524
97000,0.01851898431777954
97500,0.023196689784526825
98000,0.015002871863543987
98500,0.023456130176782608
99000,0.03022608533501625
99500,0.02195483259856701
100000,0.021366950124502182
100500,0.017080429941415787
101000,0.017536893486976624
101500,0.01556488499045372
102000,0.023341018706560135
102500,0.019773997366428375
103000,0.023129083216190338
103500,0.02179684117436409
104000,0.018137704581022263
104500,0.021134132519364357
105000,0.023603692650794983
105500,0.017852777615189552
106000,0.025604184716939926
